"","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","ActivityLocation.LatitudeMeasure","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionMethod.MethodDescriptionText","SampleCollectionEquipmentName","ResultIdentifier","ResultDetectionConditionText","MethodSpeciationName","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultCommentText","USGSPCode","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","ResultAnalyticalMethod.MethodUrl","ResultAnalyticalMethod.MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","ResultDetectionQuantitationLimitUrl","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode"
"160011","Sample-Routine","Water","Surface Water","3/4/2014","11:20:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01184000","A-0710055 Sch: 2431: Filter 1 249mL  Filter 2 248mL  Filter 3 250mL","","Stable, normal stage","Regulated flow",NA,"30","USGS parameter code 82398","Single vertical, depth integrated",NA,"US DH-81","NWIS-97468920","Not Detected",NA,"Halosulfuron-methyl","Dissolved","","",NA,"Accepted","","Actual","","","","",61680,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS",NA,"USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","3/19/2014","",NA,"Estimated Detection Level",22,"ng/l"
"160012","Sample-Routine","Water","Surface Water","3/4/2014","11:20:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01184000","A-0710055 Sch: 2431: Filter 1 249mL  Filter 2 248mL  Filter 3 250mL","","Stable, normal stage","Regulated flow",NA,"30","USGS parameter code 82398","Single vertical, depth integrated",NA,"US DH-81","NWIS-97468921","Not Detected",NA,"Imazaquin","Dissolved","","",NA,"Accepted","","Actual","","","","",61682,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS",NA,"USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","3/19/2014","",NA,"Estimated Detection Level",19,"ng/l"
"160013","Sample-Routine","Water","Surface Water","3/4/2014","11:20:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01184000","A-0710055 Sch: 2431: Filter 1 249mL  Filter 2 248mL  Filter 3 250mL","","Stable, normal stage","Regulated flow",NA,"30","USGS parameter code 82398","Single vertical, depth integrated",NA,"US DH-81","NWIS-97468922","Not Detected",NA,"Imazethapyr","Dissolved","","",NA,"Accepted","","Actual","","","","Instrument sensitivity has changed requiring the non-detect value be raised to the lowest enabled calibration standard",61683,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS",NA,"USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","3/19/2014","see result laboratory comment",NA,"Elevated Detection Limit",25,"ng/l"
"160014","Sample-Routine","Water","Surface Water","3/4/2014","11:20:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01184000","A-0710055 Sch: 2431: Filter 1 249mL  Filter 2 248mL  Filter 3 250mL","","Stable, normal stage","Regulated flow",NA,"30","USGS parameter code 82398","Single vertical, depth integrated",NA,"US DH-81","NWIS-97468923","Not Detected",NA,"Nicosulfuron","Dissolved","","",NA,"Accepted","","Actual","","","","",61685,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS",NA,"USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","3/19/2014","",NA,"Estimated Detection Level",14,"ng/l"
"160015","Sample-Routine","Water","Surface Water","3/4/2014","11:20:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01184000","A-0710055 Sch: 2431: Filter 1 249mL  Filter 2 248mL  Filter 3 250mL","","Stable, normal stage","Regulated flow",NA,"30","USGS parameter code 82398","Single vertical, depth integrated",NA,"US DH-81","NWIS-97468924","Not Detected",NA,"Prosulfuron","Dissolved","","",NA,"Accepted","","Actual","","","","",61687,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS",NA,"USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","3/19/2014","",NA,"Estimated Detection Level",8,"ng/l"
"160016","Sample-Routine","Water","Surface Water","3/4/2014","11:20:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01184000","A-0710055 Sch: 2431: Filter 1 249mL  Filter 2 248mL  Filter 3 250mL","","Stable, normal stage","Regulated flow",NA,"30","USGS parameter code 82398","Single vertical, depth integrated",NA,"US DH-81","NWIS-97468925","",NA,"Absorbance at 280 nanometers","Dissolved","0.063","units/cm",NA,"Accepted","","Actual","","","","",61726,"UV007","USGS","UV Absorb, 280 nm, GFF (NWQL)",NA,"Standard Methods","USGS-National Water Quality Lab, Denver, CO","3/14/2014","",NA,"Long Term Method Detection Level",0.005,"units/cm"
"160017","Sample-Routine","Water","Surface Water","3/4/2014","11:20:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01184000","A-0710055 Sch: 2431: Filter 1 249mL  Filter 2 248mL  Filter 3 250mL","","Stable, normal stage","Regulated flow",NA,"30","USGS parameter code 82398","Single vertical, depth integrated",NA,"US DH-81","NWIS-97468926","",NA,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Dissolved","0.66","mg/l",NA,"Accepted","","Actual","","","","",62854,"CL063","USGS","Nutrients, wf, FCC,persulfate,CF",NA,"USGS WRI 03-4174","USGS-National Water Quality Lab, Denver, CO","3/21/2014","",NA,"Long Term Method Detection Level",0.05,"mg/l"
"160018","Sample-Routine","Water","Surface Water","3/4/2014","11:20:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01184000","A-0710055 Sch: 2431: Filter 1 249mL  Filter 2 248mL  Filter 3 250mL","","Stable, normal stage","Regulated flow",NA,"30","USGS parameter code 82398","Single vertical, depth integrated",NA,"US DH-81","NWIS-97468927","",NA,"UV 254","Dissolved","3.5","L/mgDOC*m",NA,"Accepted","","Actual","","","","",63162,"ALGOR","USGS","Computation by NWIS algorithm",NA,"NWIS User's Manual, QW System, Section 3.6.7","","","",NA,"",NA,""
"160019","Sample-Routine","Water","Surface Water","3/4/2014","11:20:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01184000","A-0710055 Sch: 2431: Filter 1 249mL  Filter 2 248mL  Filter 3 250mL","","Stable, normal stage","Regulated flow",NA,"30","USGS parameter code 82398","Single vertical, depth integrated",NA,"US DH-81","NWIS-97468928","Not Detected",NA,"Turbidity","Total","","",NA,"Accepted","","Actual","","","","",63676,"TS098","USGS","HACH, sensor model 2100 AN, R-On",NA,"","USGS-National Water Quality Lab, Denver, CO","3/14/2014","",NA,"Lower Reporting Limit",2,"NTRU"
"160020","Sample-Routine","Water","Surface Water","3/4/2014","11:20:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01184000","A-0710055 Sch: 2431: Filter 1 249mL  Filter 2 248mL  Filter 3 250mL","","Stable, normal stage","Regulated flow",NA,"30","USGS parameter code 82398","Single vertical, depth integrated",NA,"US DH-81","NWIS-97468929","Not Detected",NA,"Alachlor","Dissolved","","",NA,"Accepted","","Actual","","","","Instrument sensitivity has changed requiring the non-detect value be raised to lowest detected instrument detection level standard",65064,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS",NA,"USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","3/19/2014","see result laboratory comment",NA,"Elevated Detection Limit",10,"ng/l"
"160021","Sample-Routine","Water","Surface Water","3/4/2014","11:20:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01184000","A-0710055 Sch: 2431: Filter 1 249mL  Filter 2 248mL  Filter 3 250mL","","Stable, normal stage","Regulated flow",NA,"30","USGS parameter code 82398","Single vertical, depth integrated",NA,"US DH-81","NWIS-97468930","Not Detected",NA,"Atrazine","Dissolved","","",NA,"Accepted","","Actual","","","","",65065,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS",NA,"USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","3/19/2014","",NA,"Estimated Detection Level",5,"ng/l"
"160022","Sample-Routine","Water","Surface Water","3/4/2014","11:20:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01184000","A-0710055 Sch: 2431: Filter 1 249mL  Filter 2 248mL  Filter 3 250mL","","Stable, normal stage","Regulated flow",NA,"30","USGS parameter code 82398","Single vertical, depth integrated",NA,"US DH-81","NWIS-97468931","Not Detected",NA,"Azinphos-methyl","Dissolved","","",NA,"Accepted","","Actual","","","","",65066,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS",NA,"USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","3/19/2014","",NA,"Estimated Detection Level",8,"ng/l"
"160023","Sample-Routine","Water","Surface Water","3/4/2014","11:20:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01184000","A-0710055 Sch: 2431: Filter 1 249mL  Filter 2 248mL  Filter 3 250mL","","Stable, normal stage","Regulated flow",NA,"30","USGS parameter code 82398","Single vertical, depth integrated",NA,"US DH-81","NWIS-97468932","Not Detected",NA,"Bifenthrin","Dissolved","","",NA,"Accepted","","Actual","","","","The parameter 65067 is a highly variable compound in schedule 9030",65067,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS",NA,"USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","3/19/2014","value is highly variable by this methodsee result laboratory comment",NA,"Estimated Detection Level",19,"ng/l"
"160024","Sample-Routine","Water","Surface Water","3/4/2014","11:20:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01184000","A-0710055 Sch: 2431: Filter 1 249mL  Filter 2 248mL  Filter 3 250mL","","Stable, normal stage","Regulated flow",NA,"30","USGS parameter code 82398","Single vertical, depth integrated",NA,"US DH-81","NWIS-97468933","Not Detected",NA,"Butylate","Dissolved","","",NA,"Accepted","","Actual","","","","Instrument sensitivity has changed requiring the non-detect value be raised to the lowest enabled calibration standard",65068,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS",NA,"USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","3/19/2014","see result laboratory comment",NA,"Elevated Detection Limit",10,"ng/l"
"160025","Sample-Routine","Water","Surface Water","3/4/2014","11:20:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01184000","A-0710055 Sch: 2431: Filter 1 249mL  Filter 2 248mL  Filter 3 250mL","","Stable, normal stage","Regulated flow",NA,"30","USGS parameter code 82398","Single vertical, depth integrated",NA,"US DH-81","NWIS-97468934","Not Detected",NA,"Carbaryl","Dissolved","","",NA,"Accepted","","Actual","","","","",65069,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS",NA,"USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","3/19/2014","",NA,"Estimated Detection Level",6,"ng/l"
"160026","Sample-Routine","Water","Surface Water","3/4/2014","11:20:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01184000","A-0710055 Sch: 2431: Filter 1 249mL  Filter 2 248mL  Filter 3 250mL","","Stable, normal stage","Regulated flow",NA,"30","USGS parameter code 82398","Single vertical, depth integrated",NA,"US DH-81","NWIS-97468935","Not Detected",NA,"Carbofuran","Dissolved","","",NA,"Accepted","","Actual","","","","",65070,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS",NA,"USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","3/19/2014","",NA,"Estimated Detection Level",4,"ng/l"
"160027","Sample-Routine","Water","Surface Water","3/4/2014","11:20:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01184000","A-0710055 Sch: 2431: Filter 1 249mL  Filter 2 248mL  Filter 3 250mL","","Stable, normal stage","Regulated flow",NA,"30","USGS parameter code 82398","Single vertical, depth integrated",NA,"US DH-81","NWIS-97468936","Not Detected",NA,"Chlorpyrifos","Dissolved","","",NA,"Accepted","","Actual","","","","",65072,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS",NA,"USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","3/19/2014","",NA,"Estimated Detection Level",4,"ng/l"
"160028","Sample-Routine","Water","Surface Water","3/4/2014","11:20:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01184000","A-0710055 Sch: 2431: Filter 1 249mL  Filter 2 248mL  Filter 3 250mL","","Stable, normal stage","Regulated flow",NA,"30","USGS parameter code 82398","Single vertical, depth integrated",NA,"US DH-81","NWIS-97468937","Not Detected",NA,"Diazinon","Dissolved","","",NA,"Accepted","","Actual","","","","",65078,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS",NA,"USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","3/19/2014","",NA,"Estimated Detection Level",3,"ng/l"
"160029","Sample-Routine","Water","Surface Water","3/4/2014","11:20:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01184000","A-0710055 Sch: 2431: Filter 1 249mL  Filter 2 248mL  Filter 3 250mL","","Stable, normal stage","Regulated flow",NA,"30","USGS parameter code 82398","Single vertical, depth integrated",NA,"US DH-81","NWIS-97468938","Not Detected",NA,"S-Ethyl dipropylthiocarbamate","Dissolved","","",NA,"Accepted","","Actual","","","","",65080,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS",NA,"USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","3/19/2014","",NA,"Estimated Detection Level",206,"ng/l"
"160030","Sample-Routine","Water","Surface Water","3/4/2014","11:20:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01184000","A-0710055 Sch: 2431: Filter 1 249mL  Filter 2 248mL  Filter 3 250mL","","Stable, normal stage","Regulated flow",NA,"30","USGS parameter code 82398","Single vertical, depth integrated",NA,"US DH-81","NWIS-97468939","Not Detected",NA,"Fonofos","Dissolved","","",NA,"Accepted","","Actual","","","","",65084,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS",NA,"USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","3/19/2014","",NA,"Estimated Detection Level",11,"ng/l"
"160031","Sample-Routine","Water","Surface Water","3/4/2014","11:20:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01184000","A-0710055 Sch: 2431: Filter 1 249mL  Filter 2 248mL  Filter 3 250mL","","Stable, normal stage","Regulated flow",NA,"30","USGS parameter code 82398","Single vertical, depth integrated",NA,"US DH-81","NWIS-97468940","Not Detected",NA,"Hexazinone","Dissolved","","",NA,"Accepted","","Actual","","","","",65085,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS",NA,"USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","3/19/2014","",NA,"Estimated Detection Level",3,"ng/l"
"160032","Sample-Routine","Water","Surface Water","3/4/2014","11:20:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01184000","A-0710055 Sch: 2431: Filter 1 249mL  Filter 2 248mL  Filter 3 250mL","","Stable, normal stage","Regulated flow",NA,"30","USGS parameter code 82398","Single vertical, depth integrated",NA,"US DH-81","NWIS-97468941","Not Detected",NA,"Malathion","Dissolved","","",NA,"Accepted","","Actual","","","","",65087,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS",NA,"USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","3/19/2014","",NA,"Estimated Detection Level",6,"ng/l"
"160033","Sample-Routine","Water","Surface Water","3/4/2014","11:20:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01184000","A-0710055 Sch: 2431: Filter 1 249mL  Filter 2 248mL  Filter 3 250mL","","Stable, normal stage","Regulated flow",NA,"30","USGS parameter code 82398","Single vertical, depth integrated",NA,"US DH-81","NWIS-97468942","Not Detected",NA,"Methidathion","Dissolved","","",NA,"Accepted","","Actual","","","","",65088,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS",NA,"USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","3/19/2014","",NA,"Estimated Detection Level",10,"ng/l"
"160034","Sample-Routine","Water","Surface Water","3/4/2014","11:20:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01184000","A-0710055 Sch: 2431: Filter 1 249mL  Filter 2 248mL  Filter 3 250mL","","Stable, normal stage","Regulated flow",NA,"30","USGS parameter code 82398","Single vertical, depth integrated",NA,"US DH-81","NWIS-97468943","Not Detected",NA,"Metolachlor","Dissolved","","",NA,"Accepted","","Actual","","","","",65090,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS",NA,"USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","3/19/2014","",NA,"Estimated Detection Level",9,"ng/l"
"160035","Sample-Routine","Water","Surface Water","3/4/2014","11:20:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01184000","A-0710055 Sch: 2431: Filter 1 249mL  Filter 2 248mL  Filter 3 250mL","","Stable, normal stage","Regulated flow",NA,"30","USGS parameter code 82398","Single vertical, depth integrated",NA,"US DH-81","NWIS-97468944","Not Detected",NA,"Molinate","Dissolved","","",NA,"Accepted","","Actual","","","","",65091,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS",NA,"USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","3/19/2014","",NA,"Estimated Detection Level",18,"ng/l"
"160036","Sample-Routine","Water","Surface Water","3/4/2014","11:20:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01184000","A-0710055 Sch: 2431: Filter 1 249mL  Filter 2 248mL  Filter 3 250mL","","Stable, normal stage","Regulated flow",NA,"30","USGS parameter code 82398","Single vertical, depth integrated",NA,"US DH-81","NWIS-97468945","Not Detected",NA,"Oxyfluorfen","Dissolved","","",NA,"Accepted","","Actual","","","","The parameter 65093 is a highly variable compound in schedule 9030",65093,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS",NA,"USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","3/19/2014","value is highly variable by this methodsee result laboratory comment",NA,"Estimated Detection Level",500,"ng/l"
"160037","Sample-Routine","Water","Surface Water","3/4/2014","11:20:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01184000","A-0710055 Sch: 2431: Filter 1 249mL  Filter 2 248mL  Filter 3 250mL","","Stable, normal stage","Regulated flow",NA,"30","USGS parameter code 82398","Single vertical, depth integrated",NA,"US DH-81","NWIS-97468946","Not Detected",NA,"Pendimethalin","Dissolved","","",NA,"Accepted","","Actual","","","","Instrument sensitivity has changed requiring the non-detect value be raised to lowest detected instrument detection level standard",65098,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS",NA,"USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","3/19/2014","see result laboratory comment",NA,"Elevated Detection Limit",50,"ng/l"
"160038","Sample-Routine","Water","Surface Water","3/4/2014","11:20:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01184000","A-0710055 Sch: 2431: Filter 1 249mL  Filter 2 248mL  Filter 3 250mL","","Stable, normal stage","Regulated flow",NA,"30","USGS parameter code 82398","Single vertical, depth integrated",NA,"US DH-81","NWIS-97468947","",NA,"Piperonyl butoxide","Dissolved","0.2","ng/l",NA,"Accepted","","Actual","","","","",65102,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS",NA,"USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","3/19/2014","value extrapolated at low endbelow the detection level",NA,"Estimated Detection Level",4,"ng/l"
